RefSeqID	FBgn	Chr	Start	End	Score	Strand	IC_4_6_K4me3_1	IC_4_6_K4me3_2	IC_6_8_K4me3_1	IC_6_8_K4me3_2	IC_8_10_K4me3_1	IC_8_10_K4me3_2	VC_4_6_K4me3_1	VC_4_6_K4me3_2	VC_68_K4me3_1_1	VC_68_K4me3_2_1	VC_810_K4me3_1_1	VC_810_K4me3_2_1	IC_4_6_K27ac_1	IC_4_6_K27ac_3	IC_6_8_K27ac_1	IC_6_8_K27ac_3	IC_8_10_K27ac_1	IC_8_10_K27ac_2	VC_4_6_K27ac_1	VC_4_6_K27ac_2	VC_68_K27ac_1_1	VC_68_K27ac_2_1	VC_810_K27ac_1_1	VC_810_K27ac_2_1	IC_4_6_K79me3_1	IC_4_6_K79me3_2	IC_6_8_K79me3_1	IC_6_8_K79me3_2	IC_8_10_K79me3_1	IC_8_10_K79me3_2	VC_4_6_K79me3_1	VC_4_6_K79me3_2	VC_68_K79me3_1_1	VC_68_K79me3_2_1	VC_810_K79me3_1_1	VC_810_K79me3_2_1	IC_4_6_K4mono_1	IC_4_6_K4mono_2	IC_6_8_K4mono_1	IC_6_8_K4mono_2	IC_8_10_K4mono_1	IC_8_10_K4mono_2	VC_4_6_K4mono_1	VC_4_6_K4mono_2	VC_68_K4mono_1_1	VC_68_K4mono_2_1	VC_810_K4mono_1_1	VC_810_K4mono_2_1	IC_4_6_K27me3_1	IC_4_6_K27me3_2	IC_6_8_K27me3_2	IC_6_8_K27me3_3	IC_8_10_K27me3_1	IC_8_10_K27me3_2	VC_4_6_K27me3_1	VC_4_6_K27me3_2	VC_68_K27me3_1_1	VC_68_K27me3_2_1	VC_810_K27me3_1_1	VC_810_K27me3_2_1	X4.6h_Ind.neg_1	X4.6h_Ind.neg_2	X4.6h_Ind.pos_1	X4.6h_Ind.pos_2	X6.8h_Ind.neg_1	X6.8h_Ind.neg_2	X6.8h_Ind.pos_1	X6.8h_Ind.pos_2	X4.6h_Vnd.neg_1	X4.6h_Vnd.neg_2	X4.6h_Vnd.pos_1	X4.6h_Vnd.pos_2	X6.8h_Vnd.neg_1	X6.8h_Vnd.neg_2	X6.8h_Vnd.pos_1	X6.8h_Vnd.pos_2	X4.6h_Pros.neg_1	X4.6h_Pros.neg_2	X4.6h_Pros.pos_1	X4.6h_Pros.pos_2	X6.8h_Pros.neg_1	X6.8h_Pros.neg_2	X6.8h_Pros.pos_1	X6.8h_Pros.pos_2	X6.8h_Elav.neg_1	X6.8h_Elav.neg_2	X6.8h_Elav.pos_1	X6.8h_Elav.pos_2	X8.10h_Elav.neg_1	X8.10h_Elav.neg_2	X8.10h_Elav.pos_1	X8.10h_Elav.pos_2	X18.22h_Elav.neg_1	X18.22h_Elav.neg_2	X18.22h_Elav.pos_1	X18.22h_Elav.pos_2	X6.8h_Repo.neg_1	X6.8h_Repo.neg_2	X6.8h_Repo.pos_1	X6.8h_Repo.pos_2	X8.10h_Repo.neg_1	X8.10h_Repo.neg_2	X8.10h_Repo.pos_1	X8.10h_Repo.pos_2	X18.22h_Repo.neg_1	X18.22h_Repo.neg_2	X18.22h_Repo.pos_1	X18.22h_Repo.pos_2	CGID	Symbol	Biotype	Tissue_46_K4me3	Tissue_68_K4me3	Tissue_810_K4me3	Tissue_46_K27ac	Tissue_68_K27ac	Tissue_810_K27ac	Tissue_46_K79me3	Tissue_68_K79me3	Tissue_810_K79me3	Tissue_46_K4me1	Tissue_68_K4me1	Tissue_810_K4me1	Tissue_46_K27me3	Tissue_68_K27me3	Tissue_810_K27me3	fit3.cluster	K4_vector	K27_vector	K79_vector	Euklidian_dist
NM_135356.4	FBgn0032008	2L	8242631	8242831	500	+	1	28	15	40	57	3	13	18	22	22	58	38	137	60	125	119	149	131	200	66	376	210	290	190	27	117	86	37	5	32	44	24	24	34	53	17	100	179	104	65	128	104	83	32	207	134	270	354	182	160	55	162	123	51	101	60	88	52	78	56	9.01935583045996	8.81896127767652	8.65618591955091	8.96997927697987	8.90847833023302	9.06975542134878	8.85693216262045	8.93371948309241	9.29787186291935	9.29842241937077	9.40139518799207	9.22389296226054	9.28052950522138	9.31073170056514	9.42505945809902	9.38714007166675	9.22695887223765	9.17541830081782	9.38421162304473	9.12699591954128	9.20099934626253	8.78834571586493	9.49524216540437	9.45409307412859	9.16249264788034	8.79094536407953	9.09241392099601	9.05598726563485	8.93579996490064	9.3295859514986	9.1282986487399	9.40613123029302	9.78325075152576	9.73909243827189	9.47944899333317	9.66118433735462	8.74317229948355	8.88970219304812	8.65618591955091	9.2988545491075	9.17028362219082	9.29059793557708	9.17716366307531	9.432793074677	9.94469050884765	9.57749891618489	9.42255597361517	9.18712803946003	CG14277	CG14277	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	-0.253943426599231	0	0	3	0	0.253943426599231	0	0.253943426599231
NM_143517.2	FBgn0039749	3R	30160273	30160473	500	-	19	46	23	34	4	25	527	912	696	975	208	181	136	100	139	7	203	134	425	151	473	625	391	288	31	179	62	59	71	54	943	532	1207	581	319	86	190	274	176	134	132	185	321	126	476	289	530	587	125	55	52	61	64	48	101	57	74	58	45	35	10.0227951776882	10.0874458048804	9.74181054724453	9.90962231554911	10.0076528766606	9.95414705425114	9.60776521130851	9.72719974913835	10.0685216957147	10.0704981226719	10.7900180034853	10.7809460195793	10.1763871368395	10.2299474916188	11.1603808485147	11.2206271046262	10.1754462303366	10.118708421486	10.0279101101505	10.1153346894383	10.0033294753328	9.87064064134566	10.5565376380511	10.5087664157476	10.0835699230849	10.0647487853694	9.75408212035794	9.80827994719594	10.1394947860363	10.1519477794785	9.79105378131956	10.2353663876706	10.3799343660542	10.340862288299	9.99186272273307	9.9452943989706	9.99558275940655	9.91947227589654	9.65589945212034	9.84508087678517	9.77740784454898	10.0871065995431	9.71397148859852	10.2682466569349	10.0494786598918	10.2153069719783	9.58322685616805	9.5369120126662	CG11498	CG11498	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0.252182541500119	0	0	3	0	-0.252182541500119	0	0.252182541500119
NM_142755.4	FBgn0038934	3R	22212191	22212391	500	+	1	5	22	15	22	12	19	24	21	28	42	34	291	210	238	75	265	287	445	196	572	605	601	424	100	289	178	97	59	135	217	114	251	156	224	52	180	332	156	129	250	186	240	107	508	338	566	579	117	36	8	55	207	47	76	32	64	66	56	51	12.1666379925392	12.0076434254594	12.0769432589675	12.1095726273982	12.6879302684601	12.4602537564339	13.2088186906795	12.795475819347	11.7680702737028	11.887610261444	12.0162330682211	12.138225384266	11.7090664421926	11.8153335935589	12.1637887771686	12.2540915446908	11.6727167115093	11.8038648410925	12.9133820336057	12.8581974253574	12.1962070301229	12.1897704453531	13.3381609166068	12.9888210172542	12.2986967083716	12.4567602692855	12.9437568376036	13.4813309405597	12.3031715887977	11.8830491201398	13.3659866923354	12.7486580778473	10.8397368846391	11.2031333728357	12.3577824157324	12.5467552064472	12.690178493579	12.7781266694267	12.8623154083991	12.3596252560866	12.2574468129353	12.0295804150041	12.5953101532844	12.2024219647078	11.3582424338624	11.5928285597262	12.0110046349977	12.1760641693629	CG5732	Gld2	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	-0.249047425723836	0	0	3	0	0.249047425723836	0	0.249047425723836
NM_130531.4	FBgn0040363	X	1175835	1176035	500	-	11	12	31	38	5	10	15	14	22	21	51	19	171	96	133	1	74	133	306	117	451	448	401	204	9	96	110	11	75	11	29	17	30	26	25	14	66	115	70	40	96	77	203	57	438	311	479	378	127	151	102	105	23	66	75	40	57	61	51	44	9.21669074695115	8.93441056505172	9.31323491554229	9.22771082288544	9.07661131214899	9.15527814772344	8.95274171049211	9.10925418604974	9.42919064206213	9.4782561354045	9.6031308514288	9.56721042463808	9.61218197260085	9.78678304490594	9.76464058445478	9.69691905102837	9.57128161756464	9.24760290146829	9.50666241523858	9.37243835388445	9.55896079661273	9.08881523159408	9.27677574843383	9.59170178719526	9.33791557031324	9.02082663197779	9.48578278608315	9.19548087828721	9.15615834769854	9.76121185459886	9.22676949123917	9.82728786826866	9.88422991837085	10.031106747889	9.76723213214175	9.49127298708245	8.92567377452012	9.03713826982155	9.0883889577186	9.81272315357483	9.40709519426311	9.63501400092824	9.59781661702743	10.0289236218478	9.86617027907742	9.77646073932856	9.4208901175466	9.50878590394355	CG11384	CG11384	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	-0.239196486809722	0	0	3	0	0.239196486809722	0	0.239196486809722
NM_135448.3	FBgn0032122	2L	9528514	9528714	500	+	31	16	51	67	55	7	10	27	20	19	50	51	264	257	155	46	121	168	199	95	346	294	308	228	314	418	376	259	121	167	284	127	192	154	182	43	126	215	137	200	131	99	120	71	247	209	339	384	134	44	35	109	3	38	118	54	73	79	67	39	9.71231450901361	9.58482360623596	9.62201706971178	9.6294218181988	9.93618932436458	9.77992508320439	9.63767383127224	9.59905526884963	9.60647070200238	9.72426361151409	9.65807500600501	9.67912161443043	9.77719379249119	9.79905756171836	9.66922271986007	9.65414508473313	9.83496060685879	9.81564503383585	9.51737655878516	9.31793788122393	9.94251677277307	9.53249012675475	9.46339132474466	9.58228408969255	9.4633483444073	9.95417405474204	9.4983424220154	9.56668104962814	10.0968209757781	9.94929882454688	9.61110651896529	9.74568203054847	10.726946011928	10.083560226546	9.79654158917819	10.0348614424029	9.62075128092667	9.77566691719163	9.17631617325521	9.35101880776768	9.88403983372382	9.70692800920239	9.63060913194605	9.78887060275873	10.191402852256	9.87748086548328	10.199264180125	9.91280540836907	CG31883	CG31883	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0.237925196270339	0	0	3	0	-0.237925196270339	0	0.237925196270339
NM_001273744.1	FBgn0000370	2L	21310865	21311065	500	+	1199	1340	727	1083	1984	2433	2865	3098	2823	3101	3193	2697	771	757	980	351	391	469	1094	389	1036	1393	871	967	419	1261	444	414	476	673	690	374	597	528	453	133	60	103	29	116	48	53	60	53	133	121	141	143	102	1	50	29	151	43	78	31	61	22	57	31	13.1698686082231	13.4731718366681	13.3239410723164	13.841206439856	13.6693394517934	13.7183049981179	13.7940382151388	13.612896518703	13.1341597332005	12.9679926501133	12.8844039749161	13.0665074454545	13.0090105374852	12.9281303381988	12.4792389114881	12.6970405380559	12.977313757987	13.1415071200507	12.9781104754295	13.1297423661177	12.8154908352701	13.1708660586071	12.8695261810396	12.6413791467093	13.2854560284549	13.1468538121229	12.9801574861366	12.561608328716	13.2431310695488	12.9428866207289	12.6088504958374	11.852455666509	14.1030655783769	12.709576367534	12.254715464583	12.6236338960662	13.7474071514598	13.6950495750348	13.7118346442485	12.9041800122015	13.5443773789204	13.3239400565074	13.2049990756673	12.3975091559089	13.2165582651392	12.9673220581751	13.1093762623653	13.0210564879912	CG8669	crc	protein_coding	-0.118873300308141	-0.00472896500195302	-0.0775587253567813	-0.0440402243485727	-0.319630592762149	0.276429896697896	-0.0568339132487426	0.00358657311991325	0.00123831521037398	0	0	0	0	0	0	3	-0.201160990666875	-0.0872409204128257	-0.0520090249184554	0.22534786671616
NM_001273567.1	FBgn0000250	2L	16326007	16326207	500	-	118	68	28	122	164	71	160	232	162	181	136	101	217	304	423	77	236	172	412	145	424	564	319	276	28	209	68	87	51	29	88	48	53	24	48	13	131	352	269	185	236	225	200	132	418	345	430	459	21	1	4	15	139	9	45	18	46	26	46	19	13.4533404121656	13.5694163338482	13.2325695316933	13.3403814273268	13.1030293060669	13.0661147156032	13.3246092824973	13.2824057416149	13.0118868407591	12.8586190559769	12.4531901365398	12.6233046183493	12.4171748119919	12.4233478616749	12.2531503284078	12.3914772296637	12.7379898184547	13.0134080348423	12.3118559460398	12.7137906160866	12.9070524839541	12.9408864320774	12.5152651672633	12.2135665335887	12.7872390245741	13.0207209688554	12.4987010907217	12.4726421556801	12.9667225239961	12.5193660234708	12.2228132443933	11.5820735433392	13.4947526720758	12.1658264946484	12.764283240988	13.0209336934332	13.1901020610356	13.1358950626553	12.651011029616	12.2711590767652	12.5990101468265	12.4200360850335	12.0622111520688	11.6898967451512	12.9485685257784	12.5901802732471	12.8066539631262	12.5664496607273	CG5848	cact	protein_coding	-0.277226063411401	-0.437771287870321	0	0.0926176965826328	-0.0191451544283927	-0.291609571624264	0	0	0	0.0681470895886563	-0.376335473274575	-0.378904451396692	0	0	0	3	-0.0279045161991114	-0.218137029470024	0	0.219914587170366
NM_136767.3	FBgn0033549	2R	10811077	10811277	500	+	2231	2052	1172	1382	2396	2200	3324	4456	3360	3501	2397	2087	725	1250	1236	447	384	304	898	341	1053	1299	733	568	610	1113	562	365	253	309	818	318	418	363	148	46	160	488	188	178	219	184	263	148	543	377	551	586	122	1	22	64	44	39	81	34	59	37	46	33	10.3741548794324	10.4056488070072	10.2112713423737	10.329790959836	9.80017186070818	10.0185360693487	10.2099226313785	10.3349922030243	9.80106165205852	9.89278468933822	9.82871469579632	9.68329470977214	9.81397953539568	10.0300689860992	9.8846622126206	9.97895902509016	9.84303133968577	9.75684265554054	9.93992663100258	9.6252997531039	9.8078489521283	9.78359094712686	9.89517167341382	9.97936463977625	10.1045314543781	9.78182888879226	9.42026896660933	9.35534097469367	9.46096271207278	9.80212551441643	9.19159100686387	9.56267802366361	9.30515498921006	9.81649744766691	9.6068467518293	9.3327312167776	9.89245423326941	9.80823121048605	9.48202027026101	9.64667966688497	9.75309745118568	9.8624004236206	9.62623900926671	9.93043535485869	9.59059311103752	9.4199425746326	9.11245929301835	9.30241366707468	CG12936	mms4	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	-0.219644669778978	0	0	3	0	0.219644669778978	0	0.219644669778978
NM_137136.2	FBgn0033955	2R	14668390	14668590	500	+	25	54	111	27	81	8	32	18	36	21	58	53	179	82	135	89	119	88	138	60	305	198	329	213	19	230	39	62	114	21	63	32	36	43	43	21	146	205	123	77	114	61	94	40	210	131	273	289	186	63	34	181	296	38	92	71	65	74	71	47	9.16039406906186	8.84896254515542	9.6629891980251	9.11060448620583	9.03341915457584	9.36424831566117	9.01375241012613	9.52230359347462	9.86939888813584	9.82268002413997	10.3353197325336	9.928047186174	10.1575237081951	10.1878090482268	10.4490873940808	10.0743096295658	9.71039753319136	9.73947057452826	9.49611574535514	9.4409052566557	9.58236689565704	9.47275011472618	9.2224299852786	9.64422811694769	9.7766729172502	8.7271476677854	9.6600313366759	9.68986487830766	9.01467840424904	10.2792366381059	9.42181589345808	10.7410204853249	9.11483355719666	10.3880223165751	10.0247012166735	9.9634377113822	8.91428378547476	9.0161133177279	9.2678637618697	10.3230886088984	9.55513649529592	9.97012578200301	9.75322947705458	10.2543277316779	9.76997383280742	9.93718976163293	9.83910543299242	9.88516844893079	CG12866	CG12866	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	-0.218831465601177	0	0	3	0	0.218831465601177	0	0.218831465601177
NM_001298713.1	FBgn0031745	2L	5879298	5879498	500	-	151	105	120	174	241	334	1044	1575	1304	1507	858	714	175	153	211	48	151	206	389	168	435	436	328	283	254	663	470	209	297	363	1415	693	1233	909	498	141	210	316	329	210	159	189	215	130	437	255	393	421	146	39	36	60	37	75	99	40	57	57	43	44	11.4915763197657	11.5049955793658	11.3160559956403	11.4801340461821	12.3002122377409	12.4059386534628	11.0994207675707	11.0338779824396	11.2809095510693	11.2526207525711	11.2038367043638	11.3714503598868	11.8398844862937	11.654237429457	11.2896006571024	11.3810331784049	11.2757586070351	11.570776129271	11.7566394204726	12.0018036795657	11.3996621264779	11.7365967217921	12.1760256623235	11.6618702287371	12.1359555177366	12.0995808175676	11.1319346775268	11.915088485587	11.820156009115	11.2825023713312	11.514964928801	10.6536260930638	12.0154800301986	11.1753861547807	11.2849708118517	11.3956934049649	12.3351115673204	12.375003525751	13.3729869142102	12.8083735555994	11.753132490934	11.5340939308191	12.4981644882842	12.0089049336967	11.326633958393	11.3846365707871	12.7564780464735	12.6954621747797	CG8965	rau	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	-0.212359012781663	0	0	3	0	0.212359012781663	0	0.212359012781663
NM_136431.4	FBgn0033168	2R	7428393	7428593	500	-	25	11	28	41	53	10	36	32	28	29	58	55	230	111	129	33	230	200	260	83	354	278	300	140	36	321	15	47	292	123	82	34	33	55	60	25	198	461	296	242	384	337	320	130	635	468	773	727	1627	360	965	1165	731	1286	993	818	939	813	1498	1015	9.34683975261393	9.27225089619506	9.27502243906092	9.61829477117486	9.32593871955452	9.49782768032336	9.3202580719466	9.24864946499154	9.50255919923953	9.36849139391374	9.38734337356244	9.1660170142746	9.53191800746108	9.29080548964814	9.24050347614726	9.30819676432799	9.42896624570162	9.36321588289529	9.06804426152106	9.13418656623845	9.35546797036471	9.32098972233049	9.19389278528387	9.12976185774581	9.35560656605885	9.45807544000857	9.17575233711069	9.07199054902917	9.67803489112064	9.62131292502158	9.40496123269146	9.30337777007652	9.19537794960579	9.38001551588188	8.98906143845102	9.02357744524659	9.3059671010478	9.45070411961988	9.04245022734249	9.06102773116761	9.44201632762873	9.48466611390169	9.30301807355024	9.29880755013486	9.1728710599641	9.10018239548549	8.99536543771259	8.89508088063464	CG11145	CG11145	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0.157819333016901	-0.184044080593115	0.0822615093613041	3	0	0.210268828169329	0	0.210268828169329
NM_078532.2	NA	X	8479318	8479518	500	+	1	12	25	16	13	12	6	11	13	14	25	34	187	125	107	117	107	155	172	95	429	216	376	189	37	104	34	38	1	31	41	24	17	6	45	6	83	166	101	88	114	95	112	58	228	146	342	324	101	15	41	66	2	56	94	41	61	49	46	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	-0.0998099155837414	-0.0287985146473922	0.254109355985283	0	0	0	0	-0.181582292184051	0.350140260287243	0	0	0	3	-0.168557968103192	0.125500925754149	0	0.210148211927261
NM_078532.2	FBgn0000359	X	8479318	8479518	500	+	1	12	25	16	13	12	6	11	13	14	25	34	187	125	107	117	107	155	172	95	429	216	376	189	37	104	34	38	1	31	41	24	17	6	45	6	83	166	101	88	114	95	112	58	228	146	342	324	101	15	41	66	2	56	94	41	61	49	46	31	8.81744331737657	8.84511468953485	9.05272939514644	8.95686311948089	8.88087933355343	8.90377140586535	8.95890379758185	8.98533726274157	9.38260399658525	9.51450694237769	9.60327801669291	9.30035984508669	9.52839665164872	9.57980518375787	9.69020221686375	9.50612149900381	9.35609065657968	9.1829704355727	9.06024943943848	8.65618591955091	9.25875271355254	9.14174618785538	8.7824049027934	9.09950116535512	9.2412405645931	8.84457284833344	9.2629130034089	8.65618591955091	8.92901205091586	9.41756387672011	9.03665228778909	9.54089451572479	8.65618591955091	9.58997508220943	9.29173890121422	8.96769793671634	8.86813407456589	8.72848777162653	8.92637055794178	9.26322577034632	8.9770327700284	9.22888293796071	9.37042911767903	9.70088700964792	9.30564838370353	9.26805659376571	8.77162016529665	9.0291680530602	CG1478	Cp36	protein_coding	0	0	0	-0.0998099155837414	-0.0287985146473922	0.254109355985283	0	0	0	0	-0.181582292184051	0.350140260287243	0	0	0	3	-0.168557968103192	0.125500925754149	0	0.210148211927261
NM_080268.2	FBgn0026754	2R	16844838	16845038	500	-	15	35	33	29	60	19	37	19	19	34	55	45	278	208	378	218	219	348	308	121	526	380	483	320	132	314	395	201	255	213	131	50	78	81	119	43	185	271	250	173	264	263	191	104	364	319	475	513	145	37	55	78	34	88	116	61	78	98	118	77	9.47110085320282	9.07221359385331	9.34276828017321	9.34888795966705	9.18795540751547	9.20224126793272	9.19992839298535	9.4828227378564	9.53639506883442	9.68031155251111	9.81197913094925	9.50139146715352	9.73497455664855	9.63644960942569	9.81546149698316	9.72570012941395	9.61067335768997	9.65351686865391	9.43604114086769	8.98955487168042	9.55796460547254	9.57431244185387	9.45080758303031	9.54914507574465	9.36086558551532	9.20463159183127	9.31203695373068	9.20621741091436	9.64152164643668	9.66016374817812	9.05089295832529	9.956073404979	9.5198157041037	9.69525207235152	9.44689387956754	9.54608607040269	9.07736744260132	9.1808443814031	9.0663176262667	9.51285151951731	9.5396481314207	9.73958553419896	9.37635771189393	9.746677202334	9.38878526720524	9.6832233415698	9.38379734156112	9.36172881848389	CG8652	Ugt37c1	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0.189518696431577	0	0	3	0	-0.189518696431577	0	0.189518696431577
NM_140205.2	FBgn0036157	3L	11425157	11425357	500	+	12	9	41	73	12	17	12	15	41	35	65	31	374	408	463	51	419	532	710	252	1302	1020	994	653	69	259	88	115	98	145	181	124	279	168	158	41	510	848	564	337	717	635	494	217	1143	904	1357	1386	126	89	50	33	88	54	103	51	57	78	67	47	9.00202934509197	8.99596200415771	9.29123187946807	9.20054306468833	9.21414387880515	9.11735662920667	9.29527113364851	9.46432824155128	9.34436529787627	9.50128307561128	9.52504484971062	9.57214187681657	9.66709740330364	9.69099235991808	9.80843470650817	9.71053716883508	9.5003745704327	9.18736296115132	9.58245507763212	9.4119328606794	9.15319879181611	9.26107767523837	9.23661893140443	9.47572632944209	9.39109134589924	9.03100729467911	9.47708349059224	9.09188246672696	8.89811457419603	9.54976860089522	9.13460890626877	9.76798071499905	9.26193744022545	9.71847806323909	9.61228600865239	9.46425096369726	8.83557301412659	9.13504029724539	9.11873586346321	9.43432374615952	9.3055535939423	9.55184453181634	9.41281640988755	9.87622784154278	9.53174630202457	9.44396721703827	9.39795927503386	9.51762759921608	CG7560	CG7560	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0.180961590059341	0	0	3	0	-0.180961590059341	0	0.180961590059341
NM_142015.2	FBgn0038134	3R	13292998	13293198	500	-	47	53	95	59	67	43	277	242	417	357	240	281	329	324	257	12	233	240	446	205	830	898	755	545	69	218	199	59	28	103	212	103	308	225	163	56	380	429	368	238	283	275	539	184	1070	842	944	916	206	75	130	100	48	76	221	52	82	98	64	62	11.5345361296525	11.2822183173731	10.7281889854588	10.1130099999328	10.3031042242805	9.99286435344892	10.0104927981093	9.85987751694399	10.1772320877299	10.1884495295401	10.4556273069021	10.4787149246043	9.72031309369754	9.73717151563616	10.78754624724	10.9139427099908	10.1393147132368	9.88735866765486	9.58588608846672	9.33555637343561	9.82042891185406	9.91080779889287	10.1997921286126	10.3659677092414	10.2250438087719	9.88480406037061	9.66323146279553	9.21319877029349	9.15090496879513	9.62777130145433	8.94507474242316	9.77635797449974	9.07904282513418	9.85533764357182	9.50957512082561	9.34929175717576	10.2691959620766	10.1811430819508	9.81914209739933	9.95141386032711	9.66978133993868	9.77779739234012	9.28682656172443	9.93204510915961	9.30947240516272	9.56501652534052	9.23453066652191	9.20700299180863	CG8458	wntD	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0.166753607953068	0	0	3	0	-0.166753607953068	0	0.166753607953068
NM_166928.2	FBgn0000382	X	2108248	2108448	500	+	5	7	23	45	10	16	11	15	19	19	38	46	69	76	43	37	80	102	119	44	174	133	195	101	8	128	1	51	1	17	29	24	29	26	33	15	61	107	67	50	75	82	71	47	180	110	204	209	35	21	5	85	75	37	62	36	52	35	42	36	11.9843285932202	12.0864230787379	11.8885478370319	11.9966724384636	11.3790291551379	11.4401237343752	11.1881968275923	11.2631348369625	11.9868959358258	11.988281310559	12.0668856603859	12.2561292714524	11.5964410645757	11.4473039767079	11.6763820768223	11.6724921998652	11.9587053861692	12.0648780810428	11.8455788147059	11.9550606682625	11.9633688204107	11.7448839412492	12.1236072893821	11.6417033422235	11.1413677551505	12.3827363109333	12.6851992285355	13.8824464489137	13.1458298562555	12.7365254954428	13.4117052192766	12.9456753424631	13.9092420431481	12.3477222788328	13.7365551844449	13.9083548085378	11.3597044055037	11.5090420301573	12.3698635663337	12.2377995916056	11.4090580933886	11.297443970352	11.8797517977526	11.6988195904312	13.5784735491512	12.9628462144596	13.1437082724961	12.9271251992504	CG3954	csw	protein_coding	0	0	0	0	0	-0.152052005773619	0	0	0	0	0	0.0667440669520982	0	0	0	3	-0.0667440669520982	-0.152052005773619	0	0.166055963256629
NM_137901.2	FBgn0034808	2R	22998684	22998884	500	-	30	19	30	37	23	9	17	18	16	25	58	45	129	69	46	41	42	93	199	82	420	246	281	148	26	121	52	27	15	23	53	14	33	33	41	24	108	193	82	79	177	112	302	79	412	322	502	519	81	17	73	113	192	56	98	56	63	116	94	59	9.74735113444425	9.81479905670743	9.55506909384096	9.12901893962994	9.35612959120898	9.4107081569043	9.06775868105796	9.37626732520351	9.86745860452304	9.86685160699211	9.88330039785249	9.89232712563571	9.99510400009025	10.0042702994611	10.0729625343724	9.99921338096335	9.90485071664638	9.71096704647656	9.45454509478049	9.06563630841424	9.60007397731434	9.58824739882711	9.240001254071	9.59784248052543	9.55061526761919	9.30893028580096	9.40400265690599	9.48882422453256	9.55353588181177	9.84806274525805	9.29806639777947	9.84785355035467	10.3882458054753	10.3217090895096	10.3035232149989	10.4558799935301	9.29665069212688	9.4138112880786	9.08053318845641	9.50684068017884	9.38997165689033	9.77395684128654	9.52655866881813	10.1457512461947	10.3278544875647	10.2311251477231	9.76672340410855	9.54036844610182	CG9896	CG9896	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0807314278490494	0	3	0	-0.161462855698099	0	0.161462855698099
NM_168056.2	FBgn0004516	3L	4085643	4085843	500	-	24	18	16	42	59	20	49	28	30	28	66	91	96	61	87	5	86	81	104	65	147	123	180	138	10	204	10	37	14	37	52	51	44	54	97	15	58	145	62	61	62	76	68	41	175	106	185	196	74	130	28	114	131	104	112	88	112	106	218	151	9.84658909163133	9.37762291435632	10.5468316507404	10.109359475756	9.3163349214226	9.56291221955933	9.98966366229161	9.79947136705042	10.1639209671516	10.2544099816154	11.8604834859798	12.0556315431073	10.3919388326169	10.4921730197168	11.2325818775149	11.3866214321515	10.5969287715373	10.2120947852787	10.3474862812885	10.2131122821919	10.0162601654733	9.78701718443268	9.66675717357761	9.88962437970529	9.80878319601743	9.12972591496441	11.8602783338098	12.1953989052572	9.07411659799097	10.1153116217047	11.3167722061775	11.1768164875233	9.96962879238285	10.6946700119399	14.1090128703219	13.9717549163369	9.17337497629457	9.43598896342381	9.64903530512317	9.89204934986488	9.93485274110388	10.1040756506341	10.0324343067592	10.8100335995516	12.6395074719012	11.8233900653928	11.7286015577183	11.2805846504827	CG14994	Gad1	protein_coding	0	0	0	0	0	0.090153876924197	0	0	0	0	0	0.133677623825847	0	0	0.944710959466302	3	-0.133677623825847	0.090153876924197	0	0.161237181308121
NM_078876.5	NA	2L	19120106	19120306	500	-	19	48	57	43	48	8	26	23	27	25	43	48	70	38	69	85	34	117	74	34	157	78	155	91	26	196	75	15	45	37	45	26	32	40	52	22	83	244	99	91	93	109	129	62	254	160	318	334	104	44	14	58	161	29	79	16	59	41	58	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	-0.13665185551037	0	0	0	-0.230459440167711	-0.0475337672752744	0.360062692902096	0	0	0	3	-0.0820694854591106	-0.13665185551037	0	0.159402415470877
